txn_id,failure_reason,retry_count,resolved
TXN0001489,Invalid VPA,1,True
TXN0001507,Insufficient balance,0,False
TXN0001511,Insufficient balance,2,True
TXN0001524,Bank server timeout,0,True
TXN0001528,Insufficient balance,1,False
TXN0001529,Daily limit exceeded,2,True
TXN0001550,Daily limit exceeded,0,True
TXN0001553,Insufficient balance,0,False
TXN0001554,Account blocked,0,False
TXN0001564,Daily limit exceeded,3,True
TXN0001569,Insufficient balance,0,False
TXN0001583,Network error,3,False
TXN0001590,Account blocked,0,False
TXN0001606,Account blocked,1,False
TXN0001614,Insufficient balance,0,True
TXN0001615,Daily limit exceeded,0,False
TXN0001619,Network error,3,False
TXN0001637,Account blocked,1,True
TXN0001647,Daily limit exceeded,2,False
TXN0001665,Daily limit exceeded,3,True
TXN0001726,Insufficient balance,0,False
TXN0001730,Account blocked,3,True
TXN0001734,Network error,1,True
TXN0001739,Account blocked,0,False
TXN0001748,Invalid VPA,0,False
TXN0001772,Account blocked,1,True
TXN0001777,Account blocked,2,True
TXN0001779,Daily limit exceeded,0,False
TXN0001784,Network error,0,False
TXN0001785,Daily limit exceeded,2,True
TXN0001790,Insufficient balance,2,True
TXN0001802,Invalid VPA,1,False
TXN0001804,Network error,3,True
TXN0001811,Invalid VPA,2,False
TXN0001828,Invalid VPA,0,True
TXN0001844,Invalid VPA,3,False
TXN0001855,Insufficient balance,1,False
TXN0001873,Invalid VPA,2,True
TXN0001874,Account blocked,2,False
TXN0001898,Invalid VPA,1,True
TXN0001899,Invalid VPA,3,False
TXN0001906,Insufficient balance,3,True
TXN0001918,Insufficient balance,1,False
TXN0001927,Daily limit exceeded,1,True
TXN0001935,Daily limit exceeded,2,False
TXN0001942,Invalid VPA,0,True
TXN0001953,Daily limit exceeded,1,False
TXN0001959,Account blocked,3,True
TXN0001964,Network error,0,False
TXN0001970,Invalid VPA,1,True
TXN0001983,Network error,3,True
TXN0001984,Account blocked,1,False
TXN0001985,Daily limit exceeded,1,False
TXN0002036,Network error,2,True
TXN0002045,Account blocked,3,True
TXN0002055,Account blocked,0,False
TXN0002075,Daily limit exceeded,0,False
TXN0002094,Account blocked,1,True
TXN0002121,Network error,1,True
TXN0002158,Bank server timeout,2,False
TXN0002172,Network error,2,False
TXN0002202,Daily limit exceeded,3,True
TXN0002214,Account blocked,2,False
TXN0002227,Daily limit exceeded,0,False
TXN0002256,Bank server timeout,3,False
TXN0002264,Account blocked,3,False
TXN0002270,Daily limit exceeded,2,False
TXN0002290,Account blocked,0,False
TXN0002297,Network error,2,True
TXN0002316,Account blocked,1,False
TXN0002344,Daily limit exceeded,2,False
TXN0002358,Invalid VPA,0,True
TXN0002365,Daily limit exceeded,1,False
TXN0002366,Invalid VPA,2,True
TXN0002377,Bank server timeout,2,False
TXN0002382,Network error,2,True
TXN0002396,Insufficient balance,1,False
TXN0002416,Daily limit exceeded,1,True
TXN0002434,Insufficient balance,3,True
TXN0002438,Network error,3,False
TXN0002474,Account blocked,0,False
TXN0002480,Account blocked,0,False
TXN0002500,Invalid VPA,3,False
TXN0002509,Insufficient balance,1,False
TXN0002520,Invalid VPA,1,False
TXN0002523,Daily limit exceeded,0,True
TXN0002530,Daily limit exceeded,1,False
TXN0002532,Daily limit exceeded,0,False
TXN0002564,Invalid VPA,3,False
TXN0002577,Daily limit exceeded,3,False
TXN0002580,Daily limit exceeded,3,True
TXN0002589,Insufficient balance,1,False
TXN0002595,Account blocked,3,False
TXN0002598,Daily limit exceeded,1,True
TXN0002628,Insufficient balance,3,True
TXN0002641,Invalid VPA,2,False
TXN0002644,Insufficient balance,2,True
TXN0002652,Bank server timeout,2,True
TXN0002666,Bank server timeout,3,True
TXN0002673,Invalid VPA,3,False
TXN0002677,Account blocked,2,False
TXN0002688,Invalid VPA,2,False
TXN0002722,Daily limit exceeded,2,True
TXN0002759,Daily limit exceeded,1,False
TXN0002778,Invalid VPA,0,False
TXN0002784,Daily limit exceeded,2,False
TXN0002810,Network error,1,False
TXN0002812,Bank server timeout,3,False
TXN0002818,Invalid VPA,3,False
TXN0002829,Invalid VPA,3,False
TXN0002831,Bank server timeout,2,False
TXN0002849,Account blocked,2,False
TXN0002855,Network error,1,False
TXN0002881,Daily limit exceeded,2,True
TXN0002889,Invalid VPA,1,False
TXN0002947,Bank server timeout,1,False
TXN0002957,Network error,0,False
TXN0002960,Account blocked,2,False
TXN0002961,Daily limit exceeded,0,False
TXN0002968,Account blocked,2,True
TXN0002970,Daily limit exceeded,3,True
TXN0002982,Invalid VPA,0,True
TXN0002986,Daily limit exceeded,1,True
TXN0003004,Bank server timeout,2,False
TXN0003015,Bank server timeout,2,False
TXN0003023,Daily limit exceeded,1,False
TXN0003038,Invalid VPA,3,False
TXN0003039,Bank server timeout,0,True
TXN0003052,Invalid VPA,2,False
TXN0003062,Bank server timeout,3,True
TXN0003078,Invalid VPA,2,True
TXN0003085,Daily limit exceeded,0,False
TXN0003094,Insufficient balance,1,True
TXN0003097,Network error,0,False
TXN0003120,Bank server timeout,0,False
TXN0003127,Daily limit exceeded,2,False
TXN0003156,Network error,3,False
TXN0003163,Account blocked,0,True
TXN0003195,Insufficient balance,3,True
TXN0003203,Network error,3,False
TXN0003206,Invalid VPA,3,False
TXN0003213,Insufficient balance,2,False
TXN0003231,Network error,0,True
TXN0003237,Insufficient balance,0,False
TXN0003239,Bank server timeout,3,True
TXN0003261,Invalid VPA,2,False
TXN0003267,Daily limit exceeded,3,True
TXN0003276,Bank server timeout,3,False
TXN0003284,Invalid VPA,2,False
TXN0003292,Network error,2,False
TXN0003306,Bank server timeout,3,True
TXN0003311,Insufficient balance,0,True
TXN0003317,Invalid VPA,1,False
TXN0003321,Network error,0,False
TXN0003329,Network error,3,True
TXN0003331,Daily limit exceeded,0,True
TXN0003342,Insufficient balance,0,False
TXN0003348,Network error,3,True
TXN0003391,Invalid VPA,2,False
TXN0003413,Bank server timeout,3,False
TXN0003443,Network error,1,False
TXN0003449,Invalid VPA,3,True
TXN0003483,Account blocked,0,False
TXN0003496,Account blocked,3,False
TXN0003516,Bank server timeout,3,False
TXN0003521,Insufficient balance,3,False
TXN0003539,Daily limit exceeded,1,True
TXN0003545,Account blocked,3,False
TXN0003551,Insufficient balance,2,False
TXN0003580,Insufficient balance,0,False
TXN0003581,Insufficient balance,3,True
TXN0003649,Bank server timeout,0,False
TXN0003662,Bank server timeout,2,False
TXN0003667,Account blocked,1,True
TXN0003671,Insufficient balance,1,True
TXN0003673,Invalid VPA,0,False
TXN0003683,Account blocked,0,False
TXN0003699,Insufficient balance,2,False
TXN0003730,Insufficient balance,2,True
TXN0003735,Daily limit exceeded,3,True
TXN0003744,Daily limit exceeded,0,True
TXN0003746,Account blocked,3,True
TXN0003763,Invalid VPA,1,False
TXN0003776,Invalid VPA,0,False
TXN0003781,Network error,1,False
TXN0003791,Account blocked,0,True
TXN0003829,Insufficient balance,1,False
TXN0003837,Insufficient balance,0,True
TXN0003860,Daily limit exceeded,2,True
TXN0003862,Account blocked,3,False
TXN0003864,Insufficient balance,0,True
TXN0003868,Daily limit exceeded,0,False
TXN0003872,Bank server timeout,2,True
TXN0003881,Insufficient balance,0,True
TXN0003882,Bank server timeout,0,True
TXN0003891,Account blocked,1,True
TXN0003902,Bank server timeout,2,False
TXN0003951,Daily limit exceeded,3,True
TXN0003966,Network error,0,True
TXN0003968,Network error,2,False
TXN0003993,Invalid VPA,3,True
TXN0004005,Account blocked,1,False
TXN0004013,Daily limit exceeded,0,False
TXN0004034,Insufficient balance,3,True
TXN0004036,Bank server timeout,3,False
TXN0004052,Invalid VPA,0,True
TXN0004102,Invalid VPA,1,False
TXN0004113,Insufficient balance,0,True
TXN0004159,Bank server timeout,3,False
TXN0004174,Network error,1,False
TXN0004187,Account blocked,2,False
TXN0004200,Account blocked,2,False
TXN0004204,Network error,2,False
TXN0004248,Invalid VPA,2,False
TXN0004250,Bank server timeout,3,False
TXN0004253,Insufficient balance,3,False
TXN0004295,Daily limit exceeded,2,False
TXN0004300,Network error,1,False
TXN0004304,Account blocked,2,False
TXN0004306,Insufficient balance,2,False
TXN0004315,Bank server timeout,2,True
TXN0004322,Daily limit exceeded,0,False
TXN0004333,Network error,2,True
TXN0004335,Invalid VPA,1,False
TXN0004341,Bank server timeout,0,False
TXN0004348,Bank server timeout,0,True
TXN0004352,Invalid VPA,0,True
TXN0004383,Daily limit exceeded,2,False
TXN0004388,Insufficient balance,0,False
TXN0004426,Invalid VPA,2,False
TXN0004447,Insufficient balance,0,False
TXN0004460,Account blocked,0,False
TXN0004461,Account blocked,3,True
TXN0004470,Insufficient balance,1,True
TXN0004483,Invalid VPA,2,True
TXN0004536,Network error,3,False
TXN0004567,Daily limit exceeded,2,False
TXN0004568,Account blocked,0,False
TXN0004603,Bank server timeout,3,True
TXN0004613,Bank server timeout,0,True
TXN0004630,Insufficient balance,0,True
TXN0004675,Network error,1,True
TXN0004680,Account blocked,2,False
TXN0004697,Bank server timeout,2,False
TXN0004705,Daily limit exceeded,0,True
TXN0004735,Network error,0,False
TXN0004747,Bank server timeout,1,True
TXN0004776,Account blocked,3,False
TXN0004811,Insufficient balance,3,False
TXN0004820,Daily limit exceeded,3,True
TXN0004828,Insufficient balance,3,True
TXN0004844,Invalid VPA,1,False
TXN0004851,Account blocked,1,False
TXN0004873,Insufficient balance,2,False
TXN0004880,Insufficient balance,0,False
TXN0004895,Network error,3,False
TXN0004940,Insufficient balance,3,True
TXN0004947,Daily limit exceeded,2,True
TXN0004950,Network error,3,False
TXN0004954,Invalid VPA,2,False
TXN0004970,Insufficient balance,2,False
TXN0004973,Network error,1,False
TXN0004990,Account blocked,1,False
TXN0005040,Invalid VPA,0,True
TXN0005045,Network error,0,True
TXN0005058,Account blocked,1,True
TXN0005074,Insufficient balance,2,False
TXN0005098,Network error,1,False
TXN0005120,Network error,2,False
TXN0005131,Network error,3,True
TXN0005161,Bank server timeout,3,False
TXN0005190,Network error,3,False
TXN0005195,Network error,2,False
TXN0005200,Bank server timeout,1,False
TXN0005214,Bank server timeout,2,True
TXN0005219,Insufficient balance,2,False
TXN0005223,Bank server timeout,1,False
TXN0005235,Bank server timeout,1,False
TXN0005236,Daily limit exceeded,1,True
TXN0005266,Account blocked,3,True
TXN0005307,Daily limit exceeded,2,False
TXN0005318,Bank server timeout,0,False
TXN0005322,Insufficient balance,2,True
TXN0005329,Insufficient balance,1,True
TXN0005332,Invalid VPA,2,False
TXN0005366,Bank server timeout,0,False
TXN0005379,Network error,1,False
TXN0005392,Insufficient balance,2,True
TXN0005425,Network error,3,False
TXN0005432,Insufficient balance,1,True
TXN0005452,Daily limit exceeded,3,False
TXN0005481,Daily limit exceeded,1,True
TXN0005485,Network error,1,True
TXN0005489,Bank server timeout,1,False
TXN0005490,Invalid VPA,0,True
TXN0005498,Network error,1,False
TXN0005506,Account blocked,3,False
TXN0005539,Network error,3,True
TXN0005545,Account blocked,2,False
TXN0005559,Network error,1,True
TXN0005563,Invalid VPA,3,True
TXN0005585,Network error,1,False
TXN0005588,Account blocked,3,True
TXN0005590,Invalid VPA,2,False
TXN0005598,Invalid VPA,0,True
TXN0005610,Insufficient balance,0,True
TXN0005629,Account blocked,1,False
TXN0005648,Account blocked,2,True
TXN0005679,Insufficient balance,2,True
TXN0005680,Daily limit exceeded,0,False
TXN0005682,Insufficient balance,0,False
TXN0005696,Invalid VPA,3,True
TXN0005701,Bank server timeout,3,False
TXN0005715,Invalid VPA,1,False
TXN0005735,Insufficient balance,1,False
TXN0005754,Insufficient balance,1,True
TXN0005761,Invalid VPA,1,False
TXN0005780,Insufficient balance,1,True
TXN0005790,Invalid VPA,3,True
TXN0005806,Daily limit exceeded,2,False
TXN0005814,Network error,0,False
TXN0005815,Invalid VPA,1,False
TXN0005860,Invalid VPA,0,False
TXN0005863,Network error,0,True
TXN0005866,Insufficient balance,3,False
TXN0005874,Insufficient balance,2,False
TXN0005884,Daily limit exceeded,3,False
TXN0005903,Network error,1,True
TXN0005921,Invalid VPA,3,False
TXN0005923,Insufficient balance,2,True
TXN0005924,Account blocked,3,True
TXN0005943,Network error,0,False
TXN0005944,Bank server timeout,1,True
TXN0005948,Insufficient balance,1,False
TXN0005971,Daily limit exceeded,0,True
TXN0006019,Account blocked,1,False
TXN0006022,Daily limit exceeded,3,False
TXN0006030,Insufficient balance,1,False
TXN0006032,Daily limit exceeded,1,True
TXN0006041,Invalid VPA,2,False
TXN0006047,Bank server timeout,1,False
TXN0006081,Daily limit exceeded,2,False
TXN0006083,Daily limit exceeded,2,False
TXN0006086,Network error,2,True
TXN0006088,Network error,3,False
TXN0006089,Daily limit exceeded,3,False
TXN0006098,Bank server timeout,1,False
TXN0006099,Insufficient balance,3,True
TXN0006100,Insufficient balance,1,False
TXN0006109,Account blocked,0,True
TXN0006122,Insufficient balance,0,False
TXN0006132,Insufficient balance,2,False
TXN0006136,Bank server timeout,0,False
TXN0006138,Daily limit exceeded,3,False
TXN0006153,Daily limit exceeded,1,True
TXN0006212,Account blocked,2,False
TXN0006236,Network error,1,False
TXN0006255,Insufficient balance,0,True
TXN0006256,Bank server timeout,3,True
TXN0006266,Daily limit exceeded,0,True
TXN0006299,Invalid VPA,2,False
TXN0006302,Network error,0,False
TXN0006329,Daily limit exceeded,1,False
TXN0006338,Invalid VPA,2,True
TXN0006342,Invalid VPA,0,True
TXN0006347,Account blocked,2,False
TXN0006349,Insufficient balance,3,True
TXN0006357,Account blocked,0,False
TXN0006388,Daily limit exceeded,2,True
TXN0006394,Daily limit exceeded,2,False
TXN0006427,Bank server timeout,1,True
TXN0006435,Daily limit exceeded,3,False
TXN0006436,Invalid VPA,2,False
TXN0006440,Daily limit exceeded,3,False
TXN0006455,Insufficient balance,0,True
TXN0006464,Network error,2,False
TXN0006481,Network error,0,True
TXN0006490,Account blocked,0,True
TXN0006508,Bank server timeout,1,False
TXN0006509,Account blocked,2,True
TXN0006513,Invalid VPA,1,False
TXN0006530,Invalid VPA,2,False
TXN0006532,Network error,3,False
TXN0006535,Daily limit exceeded,2,False
TXN0006542,Bank server timeout,2,False
TXN0006550,Daily limit exceeded,3,True
TXN0006556,Daily limit exceeded,0,True
TXN0006558,Daily limit exceeded,2,False
TXN0006562,Account blocked,3,False
TXN0006580,Account blocked,1,True
TXN0006618,Daily limit exceeded,1,False
TXN0006651,Bank server timeout,0,True
TXN0006659,Account blocked,0,False
TXN0006660,Insufficient balance,0,True
TXN0006674,Insufficient balance,1,False
TXN0006683,Bank server timeout,2,True
TXN0006686,Insufficient balance,1,True
TXN0006692,Invalid VPA,3,True
TXN0006694,Network error,2,False
TXN0006699,Network error,1,True
TXN0006718,Invalid VPA,0,True
TXN0006719,Daily limit exceeded,1,True
TXN0006722,Daily limit exceeded,2,True
TXN0006729,Invalid VPA,3,False
TXN0006765,Bank server timeout,2,False
TXN0006780,Network error,0,True
TXN0006797,Insufficient balance,0,True
TXN0006800,Invalid VPA,1,True
TXN0006817,Daily limit exceeded,1,False
TXN0006844,Network error,2,True
TXN0006856,Invalid VPA,3,True
TXN0006859,Network error,0,False
TXN0006914,Daily limit exceeded,3,True
TXN0006938,Insufficient balance,1,True
TXN0006947,Bank server timeout,0,False
TXN0006958,Bank server timeout,0,False
TXN0006978,Invalid VPA,2,True
TXN0006990,Bank server timeout,3,True
TXN0007013,Daily limit exceeded,3,False
TXN0007038,Invalid VPA,1,False
TXN0007043,Network error,2,False
TXN0007045,Network error,2,False
TXN0007049,Invalid VPA,3,True
TXN0007080,Network error,1,False
TXN0007089,Account blocked,0,True
TXN0007094,Daily limit exceeded,1,True
TXN0007132,Network error,1,True
TXN0007142,Daily limit exceeded,3,True
TXN0007148,Network error,1,False
TXN0007174,Account blocked,3,False
TXN0007176,Network error,1,False
TXN0007195,Daily limit exceeded,2,False
TXN0007197,Invalid VPA,3,False
TXN0007229,Daily limit exceeded,2,False
TXN0007238,Daily limit exceeded,2,False
TXN0007243,Account blocked,2,True
TXN0007245,Bank server timeout,3,True
TXN0007256,Daily limit exceeded,2,False
TXN0007267,Bank server timeout,3,False
TXN0007347,Daily limit exceeded,1,True
TXN0007379,Invalid VPA,2,True
TXN0007391,Insufficient balance,2,False
TXN0007406,Invalid VPA,0,False
TXN0007413,Insufficient balance,1,False
TXN0007421,Bank server timeout,3,False
TXN0007428,Invalid VPA,2,True
TXN0007432,Daily limit exceeded,1,False
TXN0007451,Daily limit exceeded,2,False
TXN0007479,Daily limit exceeded,2,False
TXN0007492,Network error,1,False
TXN0007529,Invalid VPA,2,False
TXN0007535,Bank server timeout,3,False
TXN0007542,Invalid VPA,2,True
TXN0007547,Account blocked,0,False
TXN0007566,Account blocked,1,True
TXN0007571,Bank server timeout,3,False
TXN0007578,Account blocked,1,False
TXN0007582,Account blocked,2,False
TXN0007603,Account blocked,2,True
TXN0007604,Insufficient balance,1,False
TXN0007609,Network error,1,True
TXN0007614,Bank server timeout,0,True
TXN0007617,Invalid VPA,3,True
TXN0007645,Network error,3,True
TXN0007664,Network error,2,False
TXN0007694,Invalid VPA,0,False
TXN0007715,Insufficient balance,0,False
TXN0007727,Invalid VPA,2,False
TXN0007728,Bank server timeout,3,False
TXN0007741,Daily limit exceeded,2,True
TXN0007746,Account blocked,3,True
TXN0007761,Network error,1,False
TXN0007784,Account blocked,2,True
TXN0007809,Invalid VPA,1,True
TXN0007811,Bank server timeout,2,True
TXN0007823,Insufficient balance,0,False
TXN0007828,Daily limit exceeded,3,False
TXN0007844,Daily limit exceeded,0,True
TXN0007847,Insufficient balance,1,True
TXN0007925,Invalid VPA,2,True
TXN0007928,Account blocked,0,True
TXN0007941,Daily limit exceeded,3,False
TXN0007954,Account blocked,2,False
TXN0007976,Network error,2,True
TXN0007991,Bank server timeout,0,True
TXN0008022,Daily limit exceeded,2,False
TXN0008031,Bank server timeout,1,True
TXN0008034,Daily limit exceeded,1,False
TXN0008035,Daily limit exceeded,0,False
TXN0008064,Invalid VPA,2,True
TXN0008066,Network error,3,False
TXN0008076,Invalid VPA,3,False
TXN0008108,Network error,1,False
TXN0008113,Invalid VPA,0,True
TXN0008129,Network error,0,False
TXN0008130,Bank server timeout,2,False
TXN0008139,Daily limit exceeded,3,False
TXN0008152,Bank server timeout,2,False
TXN0008170,Network error,0,False
TXN0008172,Insufficient balance,0,False
TXN0008195,Account blocked,3,False
TXN0008204,Bank server timeout,2,False
TXN0008222,Network error,3,False
TXN0008246,Invalid VPA,2,False
TXN0008254,Bank server timeout,2,True
TXN0008255,Invalid VPA,1,False
TXN0008256,Account blocked,1,True
TXN0008267,Network error,0,False
TXN0008269,Insufficient balance,2,False
TXN0008277,Network error,1,True
TXN0008284,Invalid VPA,1,False
TXN0008288,Invalid VPA,1,True
TXN0008293,Bank server timeout,2,False
TXN0008324,Daily limit exceeded,0,False
TXN0008333,Network error,0,False
TXN0008352,Insufficient balance,2,False
TXN0008361,Insufficient balance,2,True
TXN0008366,Invalid VPA,1,False
TXN0008423,Bank server timeout,0,True
TXN0008464,Network error,1,True
TXN0008519,Bank server timeout,3,False
TXN0008555,Account blocked,3,True
TXN0008564,Daily limit exceeded,1,True
TXN0008591,Bank server timeout,3,False
TXN0008617,Invalid VPA,2,False
TXN0008641,Invalid VPA,2,False
TXN0008648,Bank server timeout,0,False
TXN0008662,Network error,2,False
TXN0008674,Account blocked,1,True
TXN0008677,Insufficient balance,2,False
TXN0008690,Daily limit exceeded,0,False
TXN0008703,Insufficient balance,2,False
TXN0008748,Daily limit exceeded,2,False
TXN0008757,Account blocked,3,True
TXN0008763,Daily limit exceeded,0,True
TXN0008796,Network error,1,False
TXN0008807,Network error,0,True
TXN0008833,Network error,2,False
TXN0008836,Bank server timeout,0,True
TXN0008862,Invalid VPA,1,False
TXN0008863,Account blocked,0,False
TXN0008865,Bank server timeout,1,False
TXN0008876,Daily limit exceeded,0,False
TXN0008911,Bank server timeout,0,True
TXN0008943,Invalid VPA,1,False
TXN0008944,Insufficient balance,2,True
TXN0008975,Insufficient balance,3,False
TXN0009023,Account blocked,2,True
TXN0009063,Invalid VPA,0,False
TXN0009074,Invalid VPA,2,False
TXN0009131,Insufficient balance,0,True
TXN0009136,Invalid VPA,3,False
TXN0009146,Insufficient balance,1,False
TXN0009150,Account blocked,1,True
TXN0009160,Insufficient balance,2,True
TXN0009189,Bank server timeout,1,False
TXN0009191,Insufficient balance,3,False
TXN0009205,Account blocked,2,True
TXN0009214,Bank server timeout,3,False
TXN0009219,Insufficient balance,0,True
TXN0009224,Account blocked,2,False
TXN0009225,Insufficient balance,1,False
TXN0009227,Bank server timeout,2,False
TXN0009236,Account blocked,3,False
TXN0009243,Network error,0,False
TXN0009268,Insufficient balance,2,False
TXN0009273,Invalid VPA,3,False
TXN0009294,Invalid VPA,1,False
TXN0009297,Daily limit exceeded,0,False
TXN0009314,Invalid VPA,2,False
TXN0009319,Invalid VPA,1,False
TXN0009325,Bank server timeout,0,False
TXN0009332,Bank server timeout,1,True
TXN0009335,Daily limit exceeded,3,False
TXN0009342,Account blocked,0,False
TXN0009396,Invalid VPA,1,False
TXN0009398,Daily limit exceeded,1,True
TXN0009418,Invalid VPA,3,False
TXN0009449,Daily limit exceeded,0,False
TXN0009478,Network error,1,False
TXN0009484,Network error,0,True
TXN0009498,Invalid VPA,1,True
TXN0009500,Daily limit exceeded,1,False
TXN0009512,Invalid VPA,0,True
TXN0009517,Account blocked,0,False
TXN0009533,Daily limit exceeded,2,True
TXN0009558,Invalid VPA,3,True
TXN0009580,Account blocked,0,False
TXN0009591,Invalid VPA,2,True
TXN0009647,Network error,1,False
TXN0009656,Insufficient balance,1,True
TXN0009670,Insufficient balance,3,True
TXN0009687,Account blocked,0,True
TXN0009689,Invalid VPA,0,True
TXN0009703,Bank server timeout,0,True
TXN0009713,Network error,2,False
TXN0009716,Account blocked,0,True
TXN0009752,Daily limit exceeded,3,False
TXN0009753,Bank server timeout,1,False
TXN0009767,Daily limit exceeded,0,False
TXN0009770,Daily limit exceeded,2,True
TXN0009824,Bank server timeout,1,False
TXN0009825,Daily limit exceeded,0,True
TXN0009841,Account blocked,1,False
TXN0009849,Daily limit exceeded,0,False
TXN0009867,Invalid VPA,3,False
TXN0009873,Account blocked,0,True
TXN0009876,Daily limit exceeded,0,False
TXN0009877,Bank server timeout,3,True
TXN0009887,Network error,2,False
TXN0009935,Invalid VPA,1,False
TXN0009950,Bank server timeout,0,False
TXN0009952,Daily limit exceeded,1,False
TXN0009974,Account blocked,1,True
TXN0009978,Invalid VPA,0,False
TXN0009979,Insufficient balance,0,False
TXN0009984,Account blocked,2,True
TXN0009985,Network error,3,True
TXN0009998,Daily limit exceeded,2,True
TXN0010003,Network error,2,False
TXN0010017,Insufficient balance,1,False
TXN0010033,Account blocked,0,False
TXN0010035,Insufficient balance,0,True
TXN0010036,Account blocked,2,False
TXN0010055,Bank server timeout,0,False
TXN0010142,Daily limit exceeded,3,True
TXN0010143,Bank server timeout,3,True
TXN0010190,Daily limit exceeded,2,True
TXN0010218,Invalid VPA,0,False
TXN0010224,Invalid VPA,1,True
TXN0010247,Bank server timeout,3,False
TXN0010258,Invalid VPA,2,False
TXN0010262,Invalid VPA,2,False
TXN0010321,Bank server timeout,1,False
TXN0010360,Account blocked,1,False
TXN0010362,Daily limit exceeded,2,True
TXN0010378,Bank server timeout,2,False
TXN0010419,Daily limit exceeded,3,False
TXN0010445,Daily limit exceeded,3,True
TXN0010464,Account blocked,0,False
TXN0010473,Network error,3,False
TXN0010479,Account blocked,1,False
TXN0010493,Invalid VPA,2,True
TXN0010495,Account blocked,1,False
TXN0010516,Account blocked,1,False
TXN0010565,Bank server timeout,2,True
TXN0010630,Bank server timeout,2,True
TXN0010647,Network error,0,True
TXN0010675,Daily limit exceeded,1,False
TXN0010683,Bank server timeout,1,False
TXN0010709,Daily limit exceeded,0,True
